"study","cell_id","design_role","task_type","method","n_calib","rep","planned_units"
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,74,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,75,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,76,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,77,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,78,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,79,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,80,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,81,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,82,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,83,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,84,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,85,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,86,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,87,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,88,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,89,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,90,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,91,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,92,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,93,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,94,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,95,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,96,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,97,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,98,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,99,1
"study2","primary_q2","primary_proxy_dimension","published_fit","LVGP",,100,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,1,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,2,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,3,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,4,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,5,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,6,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,7,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,8,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,9,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,10,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,11,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,12,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,13,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,14,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,15,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,16,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,17,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,18,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,19,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,20,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,21,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,22,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,23,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,24,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,25,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,26,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,27,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,28,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,29,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,30,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,31,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,32,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,33,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,34,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,35,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,36,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,37,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,38,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,39,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,40,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,41,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,42,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,43,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,44,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,45,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,46,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,47,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,48,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,49,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,50,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,51,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,52,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,53,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,54,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,55,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,56,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,57,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,58,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,59,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,60,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,61,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,62,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,63,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,64,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,65,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,66,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,67,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,68,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,69,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,70,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,71,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,72,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,73,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,74,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,75,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,76,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,77,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,78,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,79,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,80,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,81,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,82,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,83,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,84,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,85,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,86,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,87,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,88,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,89,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,90,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,91,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,92,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,93,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,94,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,95,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,96,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,97,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,98,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,99,1
"study2","primary_q2","primary_proxy_dimension","published_fit","EzGP",,100,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,1,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,2,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,3,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,4,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,5,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,6,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,7,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,8,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,9,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,10,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,11,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,12,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,13,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,14,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,15,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,16,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,17,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,18,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,19,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,20,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,21,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,22,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,23,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,24,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,25,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,26,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,27,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,28,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,29,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,30,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,31,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,32,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,33,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,34,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,35,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,36,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,37,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,38,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,39,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,40,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,41,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,42,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,43,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,44,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,45,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,46,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,47,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,48,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,49,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,50,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,51,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,52,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,53,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,54,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,55,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,56,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,57,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,58,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,59,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,60,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,61,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,62,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,63,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,64,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,65,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,66,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,67,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,68,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,69,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,70,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,71,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,72,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,73,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,74,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,75,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,76,1
"study2","primary_q2","primary_proxy_dimension","eiv_fit","EIV-GP",12,77,1
